sample_id	run_id	assay_type	run_classification	interpretation_domain	summary_axis	consequence_label	count
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	clinical_status	benign	7243
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	clinical_status	conflicting	89
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	clinical_status	likely_benign	862
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	clinical_status	likely_pathogenic	19
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	clinical_status	missing	19363
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	clinical_status	pathogenic	12
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	clinical_status	vus	281
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	frequency_class	common	24673
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	frequency_class	low_frequency	1426
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	frequency_class	missing	230
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	frequency_class	rare	1540
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	frequency_class	unknown	0
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	interpretation_label	coding_common_or_low_support	26236
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	interpretation_label	coding_uninterpretable	441
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	interpretation_label	lof_or_missense_rare	1191
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	interpretation_label	lof_rare_clinically_supported	1
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	variant_function	loss_of_function	514
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	variant_function	missense	11954
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	variant_function	other_coding	420
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	variant_function	splice_relevant	2707
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	variant_function	synonymous	12274
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	coding	variant_function	unknown	0
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	noncoding	clinical_status	benign	25226
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	noncoding	clinical_status	conflicting	17
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	noncoding	clinical_status	likely_benign	1413
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	noncoding	clinical_status	likely_pathogenic	7
